16890,371814,0
58158,371814,0
16922,371814,0
16918,391747,2
16908,391747,1
58158,384491,3
16918,581,0
16863,581,0
16913,380796,3
58158,466318,0
16898,24616,2
16913,1925,0
58158,448728,2
16890,393297,1
16887,283870,0
58158,283870,0
16863,283870,0
16922,397201,0
16908,120128,2
16890,120128,1
16920,1169,0
16918,1169,0
16922,1169,0
16890,1169,0
16913,1169,0
16922,478310,2
16898,285789,0
16918,343153,3
16918,364483,3
16920,87201,0
16890,274818,0
16887,78622,0
16918,70139,0
16920,70139,0
16890,70139,0
16908,427147,3
58158,27642,0
16918,27642,0
16887,27642,0
58158,5669,0
16890,417196,0
16890,439249,2
16887,43711,0
16908,43711,0
16913,453373,1
16908,280336,3
16898,458748,3
16918,165427,0
16913,285752,0
16863,396980,0
16908,91971,2
16887,420759,1
58158,420759,1
16922,417125,0
16890,417125,0
16898,480357,3
16920,26918,0
16887,26918,0
16890,443610,2
58158,408283,1
16918,376936,3
16922,28191,0
16863,478357,3
16890,478357,1
16863,5024,0
16887,5024,0
16890,105602,0
16887,105602,0
16898,359761,2
16890,476488,2
58158,122748,1
16918,41485,3
16918,356952,1
16918,400515,0
16887,400515,0
58158,400515,0
16908,375106,1
16908,475661,0
16898,429909,2
16863,27150,0
58158,34391,0
16913,34391,0
58158,277076,3
16908,428721,3
58158,238284,3
16922,2441,0
16913,2441,0
16898,4043,0
16913,71360,2
16913,458899,2
16890,458899,1
16890,391144,0
16887,8152,1
58158,384496,1
16863,381370,1
16918,88133,0
16887,88133,0
16913,6649,3
58158,156814,3
16920,431163,1
16887,24967,0
16920,24967,0
16913,24967,0
16918,352101,1
58158,416456,1
16898,248170,3
16918,248170,1
16920,140948,0
16863,35515,1
58158,284491,1
58158,395776,0
16890,28039,0
16922,28039,0
16898,284,3
16918,284,3
16920,26443,0
16863,26443,0
16863,75087,1
16922,75087,2
58158,39064,3
16887,37304,0
58158,37304,0
16898,392815,0
16922,721,3
16863,721,3
16890,721,1
16908,254243,3
16918,107947,0
16908,4377,0
16920,4377,0
16890,134,3
16920,4089,0
58158,4089,0
16922,449472,3
16863,449472,3
16898,107587,0
16922,435311,1
16887,37486,0
16908,37486,0
16887,42360,0
16918,200,3
16918,413788,0
16920,413788,0
58158,356165,1
16918,356165,1
16913,356165,1
16922,356165,3
16863,38787,1
16890,38787,2
16908,38787,3
16887,42498,0
16913,2178,3
16863,300720,1
16922,300720,1
16918,300720,3
16908,450295,3
16913,175827,0
16890,86522,3
16890,79021,0
16863,79506,1
16922,244687,3
58158,416651,0
16863,433886,2
58158,433886,2
16908,459436,0
16908,388187,0
16908,8050,2
16863,8050,1
16913,2678,0
16922,2678,0
16898,398495,0
16920,27936,0
16887,441433,2
16908,86461,0
16913,279810,0
16918,352152,0
16908,3600,0
16908,298805,0
16890,298805,0
16913,298805,0
16922,4961,0
16920,4961,0
16918,330021,0
16908,436778,1
16922,436778,3
16863,36544,1
16920,36544,2
16908,451672,1
16887,451672,3
16887,449163,1
16863,27444,2
16918,355436,3
16898,454869,0
58158,409969,2
16890,270162,2
16887,231666,3
58158,445309,3
16913,445309,3
16863,31611,2
16922,31611,1
16908,254055,2
16890,392071,2
16887,364763,0
16922,475640,0
16920,475640,0
16908,367173,3
16898,445314,2
16913,375467,0
16908,451725,2
16922,447493,3
16913,6439,1
58158,368827,0
16918,368827,0
16887,209368,1
16922,5670,3
16920,216749,0
16890,214168,0
58158,21160,0
16887,4443,3
16918,4443,3
16890,268301,0
16898,268301,0
16890,135212,1
16918,416635,2
16908,392069,1
16918,392069,2
16908,420427,2
16887,420427,3
16913,380,0
16918,380,0
58158,456231,3
16920,282879,0
16922,5019,0
58158,5019,0
16898,288127,0
16922,288127,0
16890,355987,2
16913,385928,3
58158,398779,1
16918,36712,1
16890,187267,0
16913,187267,0
58158,675,0
16908,675,0
16913,47306,3
16913,23757,0
16920,422436,2
16863,456230,2
16908,456230,2
16863,86927,0
16918,86927,0
16920,86927,0
16890,459439,0
16863,459439,0
16890,27529,0
16920,362184,2
16913,475496,2
16908,475496,2
16918,348022,2
16890,313009,0
16890,432208,1
16890,230351,0
58158,230351,0
16913,335045,0
16922,335045,0
16887,335045,0
16922,254782,1
16890,254782,1
16913,269233,1
16908,269233,3
16920,42458,1
16913,73258,0
16908,73258,0
16898,73258,0
58158,415481,3
16908,415481,3
16887,415481,1
16887,298804,1
16913,298804,1
16887,39232,3
16908,41843,0
16913,41843,0
16863,14124,0
16890,460261,0
16887,460261,0
16918,9593,0
16913,178427,0
16918,6309,0
16898,5738,0
58158,5738,0
16908,5738,0
16918,243640,1
16922,243640,1
16863,427674,0
16887,427674,0
16908,427674,0
58158,1610,0
16863,1610,0
16863,178408,0
16887,178408,0
58158,475834,3
16908,67314,3
16890,340518,1
16887,534,0
16863,534,0
16908,534,0
16887,349642,3
16908,349642,2
16863,287682,3
16913,409249,2
58158,409249,1
16863,323013,0
16908,359230,0
16922,49569,0
16890,761,0
16898,761,0
16890,315241,2
16863,6,0
16920,6,0
16913,410378,2
16920,410378,3
16922,37341,0
16920,3650,0
16913,3650,0
16922,384492,3
16908,26676,3
16918,53653,0
16890,53653,0
16913,53653,0
16908,82055,0
16920,82055,0
16887,247894,2
58158,94020,2
16890,848,0
16863,848,0
16887,848,0
16898,410745,0
58158,410745,0
16908,43627,2
16908,461859,2
16898,64763,0
16908,42124,0
16920,481044,3
16908,481044,1
16913,391748,3
16890,4842,0
16898,350907,0
16922,350907,0
16913,300653,0
16920,6394,0
16922,211309,0
16922,36134,3
16887,2802,0
58158,2802,0
16920,2802,0
16913,2802,0
16918,67575,0
16887,67575,0
16908,403639,0
58158,334355,3
16887,283711,1
16918,454542,1
16887,6669,2
16908,389551,2
58158,319252,3
16887,473210,1
16908,88407,1
16920,351697,2
16918,1383,2
16920,376490,2
16908,435481,1
16898,67097,0
16908,412647,0
16920,412647,0
58158,3665,0
16908,99759,3
16863,235556,0
16922,235556,0
16890,465710,2
16863,287433,0
16863,454660,2
16890,462483,0
16918,462483,0
16908,398176,3
16898,95183,2
16922,95183,3
16922,89224,0
16918,28910,0
58158,5226,0
16890,5226,0
16920,5226,0
16898,46877,0
16918,46877,0
58158,5683,0
16863,5683,0
16918,390684,0
16898,390684,0
16898,476373,0
16908,459440,0
16908,25004,0
16890,25004,0
16922,25004,0
16898,27914,0
16908,360196,1
16887,360196,1
16890,2109,1
16913,274690,1
16922,274690,3
16863,35880,0
16908,35880,0
16913,2303,1
16863,463639,2
58158,45,0
58158,439225,3
16918,439225,3
16918,39010,1
16918,36780,0
58158,440357,1
16887,440357,1
16898,440357,3
16863,236239,0
16890,437700,0
16863,31247,2
16918,364787,2
58158,451669,2
16920,451669,3
16890,449701,2
16863,453618,3
16913,404388,2
16918,2770,0
16863,2770,0
58158,476526,1
16913,476526,1
16922,422823,0
16918,422823,0
16863,70979,0
16890,406592,3
16922,98725,0
16908,98725,0
58158,98725,0
16863,383835,3
16922,383835,1
58158,383835,1
16908,5376,3
16898,6297,0
16922,387941,1
16922,36793,2
16908,380821,0
16898,380821,0
58158,466319,2
16908,391768,1
16922,391768,1
16887,391768,3
16898,391768,2
16913,46899,0
16908,586,0
16863,398479,1
16898,465569,1
16863,451671,3
16908,439256,1
16890,5645,0
16922,5645,0
16863,323008,1
16908,283189,3
16918,283189,3
16863,436225,1
16863,79676,3
16887,79676,1
16918,26382,1
58158,53459,0
16922,53459,0
16920,53459,0
16890,53459,0
16863,2204,0
16922,35173,0
16887,3433,0
16920,460118,0
16922,5892,0
58158,412921,2
16863,474312,1
16908,471601,1
16922,471601,1
16920,276617,0
16908,441088,3
16922,435310,1
58158,83968,0
58158,59376,1
16922,380754,1
16887,372148,1
16913,84433,0
16887,84433,0
58158,71726,0
16898,102111,0
16908,79745,3
16920,81351,0
16913,375873,1
16898,375873,1
16890,375873,3
16887,375873,1
16863,324475,0
16913,268571,0
16908,262136,0
58158,434732,3
16887,359790,0
16920,359790,0
16898,23413,0
16863,23413,0
16908,234686,0
58158,234686,0
16890,439232,3
16908,439232,3
16922,443999,0
16918,443999,0
58158,443999,0
16908,443999,0
16908,340093,1
16887,28238,1
16922,385724,3
16890,3509,0
16863,3509,0
16918,3509,0
16898,38415,3
16908,404253,0
16922,1408,0
16918,1408,0
16918,224229,2
16918,100375,2
16890,100375,1
58158,409097,1
16918,409097,3
16908,117867,0
16898,117867,0
16898,424590,0
16890,424590,0
16863,424590,0
16913,27160,0
16913,102233,0
16890,102233,0
58158,432211,1
16863,456146,0
16898,39616,1
58158,5985,0
16887,5985,0
16898,5985,0
16898,89286,3
16922,373505,1
16898,1412,0
16913,420372,2
16887,434731,0
16898,335248,1
16913,5663,0
16920,5663,0
16863,4106,0
58158,4106,0
58158,458698,0
16887,458698,0
16913,342645,0
16913,36584,0
16863,36584,0
58158,466146,3
16918,98286,3
16918,367172,0
16913,367172,0
16918,86146,2
58158,86146,3
16908,358416,0
16913,442611,1
16913,5319,0
16863,275032,2
16887,275032,2
58158,275032,3
16922,275032,1
16920,1399,0
16913,458997,0
16908,458997,0
16890,284768,3
16898,284768,3
58158,284768,1
58158,360972,0
16920,465903,2
16922,465903,1
16863,434681,2
16887,73692,0
16898,854,0
16908,854,0
16918,271604,3
16863,89422,0
16913,89422,0
16908,89422,0
16920,14246,0
16898,74468,0
16922,74468,0
16908,466149,1
58158,460989,2
16908,460989,1
16908,27678,0
16913,27678,0
16863,27678,0
16918,27678,0
16918,342432,2
16898,410229,0
16887,90971,0
16920,90971,0
16913,186310,3
16863,186310,1
16908,96143,3
58158,6393,0
16913,207409,3
16898,207409,2
16863,91029,0
16887,99230,0
58158,330703,0
16908,330703,0
16922,80336,0
16908,80336,0
58158,80336,0
16913,412452,1
16918,2738,0
16920,2738,0
16898,68,0
16918,68,0
16922,242551,0
16898,242551,0
58158,424849,2
16863,392837,1
58158,5510,0
16863,386819,1
16922,417802,0
16918,344719,0
16863,344719,0
16913,882,0
16887,882,0
16908,435434,3
16898,452121,0
16922,157550,1
16863,476189,3
16863,36523,2
16913,384497,3
16922,87450,0
16908,87450,0
16863,445318,1
16908,73674,1
16918,91390,3
58158,419506,2
16918,2880,0
16918,464403,3
16918,409253,1
16913,365269,0
16918,365269,0
16908,248285,3
16918,427686,3
58158,223956,0
16890,286553,0
16887,286553,0
16887,66914,3
16920,409001,3
16908,267654,2
16890,360123,1
58158,5891,0
16887,5891,0
58158,277034,3
16863,26767,0
16913,82898,0
16922,82898,0
16863,392068,1
16922,42856,2
16918,376694,3
16922,376694,1
16863,1734,0
16920,1734,0
16890,102382,0
16908,74942,1
16890,74942,1
58158,439062,3
16922,128,0
16890,128,0
16908,3180,2
58158,3180,2
16918,6383,1
16863,42155,0
16890,46750,0
16913,46750,0
16908,46750,0
16898,46750,0
16887,43103,3
16887,385931,3
16890,385931,3
16922,91260,0
16918,4095,0
16898,4095,0
16887,26878,0
58158,2852,0
16890,2852,0
16920,457161,2
16918,457161,2
16920,330858,0
16918,330858,0
16913,395361,3
16913,413497,2
58158,454544,1
16898,454544,2
58158,467367,0
16922,453568,3
16898,481342,0
16890,409085,3
16908,409085,3
16898,384488,0
16920,384488,0
16913,384488,0
16887,330089,1
16913,185472,0
58158,27689,2
16863,2401,0
16887,2401,0
16887,417060,2
16898,1971,0
16913,2426,1
16890,355434,3
58158,2709,0
16890,39225,3
16920,39225,3
16887,284693,3
16913,436265,2
16898,436265,2
58158,73922,0
16890,73922,0
58158,439903,1
58158,467937,3
16898,467937,1
16863,334591,2
58158,334591,3
58158,283783,1
58158,2307,0
16918,2307,0
16913,233271,0
16920,656,0
16922,656,0
16898,656,0
58158,656,0
16887,85536,3
16913,85536,2
16922,85536,3
16922,27259,0
16890,27259,0
58158,36985,1
16887,36985,3
16913,36985,1
16922,214648,0
16887,268740,0
16920,324663,0
16922,324663,0
58158,324663,0
16913,437497,3
16908,35881,0
16922,35881,0
16863,35881,0
16863,382479,0
16908,382479,0
16918,382479,0
16863,449177,2
16913,449177,3
16908,449177,3
16913,363055,0
16890,363055,0
16922,467775,1
16898,467775,1
16863,46692,2
16890,28151,0
16918,417343,2
16887,417343,2
16918,430979,1
16918,462230,0
16863,462230,0
16908,359430,3
16918,359430,2
16920,85717,0
16890,85717,0
16887,245492,1
16887,393216,1
16908,33733,1
16863,33733,3
16887,48713,1
16908,65372,0
16898,469473,2
16918,5318,0
16922,5318,0
16887,385723,2
16863,232014,0
16918,1156,0
16920,47014,1
58158,47014,1
16922,367143,2
16863,164247,2
16887,164247,3
16922,6655,0
58158,6655,0
16913,453061,3
16913,247383,0
16890,247383,0
16908,3378,0
16890,6190,0
16913,390636,0
16918,390636,0
16898,390636,0
16898,5213,0
16863,1928,0
16887,1928,0
16913,1928,0
16890,473970,2
16887,473970,2
16887,476723,2
16918,419712,0
58158,476723,3
16913,419712,0
58158,397651,0
16890,82600,0
58158,2201,0
16908,2201,0
16922,443779,0
16863,293088,2
16913,458749,1
16918,231440,1
16863,231440,1
16908,357250,1
16898,284745,3
16887,284745,3
16887,117931,0
58158,324889,0
16908,450444,0
16898,450444,0
16863,26491,2
16922,78537,0
16887,102106,0
16898,56349,0
16920,56349,0
16863,37769,1
16922,157110,0
16898,157110,0
16918,157110,0
16913,54787,2
16913,266165,0
16920,330134,2
16863,330134,2
58158,41892,2
16922,23397,0
16863,453288,3
16898,453288,3
16863,335232,0
16863,2665,1
16908,2665,1
16920,2665,1
16908,336214,0
58158,336214,0
16922,336214,0
16913,363234,0
16922,363234,0
16890,376698,2
16918,36704,1
16898,46957,0
16920,6529,2
16887,36710,2
16908,380771,1
58158,385419,1
16918,446827,0
58158,446827,0
16908,446827,0
16913,147911,0
58158,5200,0
16890,85679,0
16887,85679,0
58158,174290,2
16863,442614,0
16913,442614,0
16887,405080,1
16898,405080,1
16918,408258,3
16887,408258,3
16922,416471,0
58158,93213,1
16890,376689,0
16908,376689,0
16922,353083,3
16918,353083,2
16913,268316,0
16920,268316,0
16920,376700,1
58158,195514,0
16887,36163,3
16898,375196,3
16863,363672,1
58158,102129,0
16863,102129,0
16890,72886,0
16913,72886,0
16863,72886,0
16898,5468,0
16918,354882,3
16890,341798,2
16913,461836,2
16890,46864,2
16913,5737,3
16908,62096,0
16920,62096,0
16913,62096,0
16908,3718,2
16863,31381,3
16908,5652,0
16918,443239,1
16890,287103,0
58158,287103,0
16913,324483,2
16898,1039,0
16920,1039,0
58158,398493,0
16890,365168,0
16920,331207,3
58158,385929,0
16887,385929,0
58158,87571,1
58158,24850,3
16890,24850,3
16863,214628,2
16918,214628,1
16898,217846,2
16898,347624,1
16908,84988,2
16887,277643,1
16898,277643,3
16898,49744,3
58158,49744,3
58158,324606,0
16890,4975,2
16890,59394,1
58158,454755,1
16908,454755,1
16913,454755,3
16920,36682,0
58158,36682,0
16887,39977,2
58158,392453,0
16913,392453,0
16918,1586,0
58158,41885,0
16890,41885,0
16890,294843,2
16887,328456,0
16890,328456,0
16863,328456,0
16920,445663,0
16890,329992,0
16913,2708,0
58158,2708,0
16887,2708,0
16890,358512,2
16863,283439,3
16908,283439,3
16920,268063,0
16887,268063,0
16890,268063,0
16918,98828,0
16913,98828,0
16918,424731,0
16908,358276,2
16863,236109,3
16908,39247,3
16863,333659,0
16908,333659,0
16898,333659,0
16913,419433,2
16887,472739,1
16863,327302,0
16922,327302,0
16908,380817,1
16908,266081,0
16898,266081,0
16920,38916,0
16898,38916,0
16908,38916,0
16913,38916,0
58158,38916,0
16908,364891,3
16920,482143,3
16908,71335,0
16863,71335,0
16908,348155,2
58158,424968,3
16890,243382,0
16898,243382,0
16908,27085,2
16918,27451,0
16863,27451,0
16913,229709,0
16898,31448,2
16908,411550,3
16918,24370,2
16918,393229,1
16863,429910,2
16918,236612,0
16908,49255,3
16922,1619,2
16918,1619,2
16920,108707,0
16913,441440,3
16863,441440,2
16898,6311,0
16908,6311,0
16898,375179,0
16922,375179,0
16887,375179,0
16898,429706,1
16908,3391,0
16890,3391,0
16887,430555,0
58158,1712,1
16908,1712,1
16918,419067,0
16918,31459,0
16890,380804,0
58158,380804,0
16913,380804,0
16922,297197,2
16863,358809,0
16913,358809,0
16913,105036,0
16913,4944,0
16863,4944,0
16922,4944,0
16863,35960,2
16918,235191,0
16920,235191,0
16913,39067,0
16922,27507,0
16908,463592,3
16920,358583,3
58158,445628,2
16913,82475,0
16890,156691,0
58158,156691,0
16890,4596,1
16863,4596,1
16922,4596,1
16918,115353,1
16863,206369,0
16920,206369,0
58158,475310,3
16918,475310,3
16890,24843,3
16920,24843,2
16863,689,2
58158,689,3
16898,27322,3
16913,5244,3
58158,5244,1
16863,5244,3
58158,2743,0
16918,2743,0
16920,39027,3
16908,261948,1
16918,5958,3
16908,5958,1
16922,366881,0
58158,680,0
16918,680,0
16913,446290,1
16887,2739,0
16908,386143,1
58158,386143,1
16863,408956,3
16918,408956,2
16887,597,0
16887,471332,2
16887,448727,3
58158,424851,0
16887,424851,0
16918,300052,0
16890,300052,0
16863,416640,3
16898,477369,2
16913,434674,1
16898,434674,3
16890,434674,3
16890,440034,3
58158,2346,0
16920,471630,2
58158,435189,3
16908,373827,3
16898,373827,3
16887,486400,0
16890,53954,2
16920,446732,1
58158,486161,2
16863,387729,2
16908,387729,3
16920,430978,3
16908,108430,0
16918,108430,0
16918,14185,0
16913,437462,0
16887,437462,0
16887,37430,0
16918,37430,0
16863,37430,0
16890,37430,0
16922,37430,0
16913,46992,0
58158,6034,2
16887,54782,3
16913,54782,3
58158,284574,3
16908,452123,1
16920,468778,0
58158,46841,0
16913,135548,1
58158,135548,1
16920,135548,3
16922,462672,2
16887,301279,0
16890,629,2
16922,4890,0
16863,391516,2
16890,391516,1
16913,391516,2
16887,75054,0
16922,465795,1
16887,465795,3
16863,23468,0
16898,6315,0
16863,6315,0
16918,6315,0
16887,47303,0
16898,435418,3
16922,467277,3
58158,3086,0
16918,685,2
16908,39129,3
16863,39129,1
16898,365054,0
16863,462673,3
16908,91536,0
16913,86134,1
16920,86134,1
58158,86134,1
16922,213828,2
16863,3083,0
16887,3083,0
58158,3083,0
16887,26537,3
16898,82426,3
58158,174609,3
16908,174609,1
16913,174609,2
16913,395366,1
16918,395366,1
16922,395366,1
58158,395366,1
16918,2727,0
16908,2727,0
16922,2727,0
58158,379320,3
16913,480528,1
16920,28830,1
16863,28830,1
16898,28830,1
16887,421852,3
16890,421852,3
16908,98757,1
16922,233381,1
16920,694,0
16908,694,0
58158,194788,0
16863,392067,0
58158,392067,0
16913,389018,2
16922,274509,0
16898,277684,2
58158,769,3
16908,14161,3
16863,83536,0
16920,83536,0
16918,364379,3
16913,190827,0
16898,190827,0
16918,412688,3
16913,241933,3
16918,91491,0
16908,91491,0
16890,326410,1
58158,371810,1
16918,371810,3
16922,355853,0
58158,449175,3
16908,449175,3
16890,405082,1
16908,405082,1
16898,405082,1
16913,426174,1
16913,5475,0
16863,470332,1
16908,352102,2
16918,352102,3
16922,112207,2
16863,431164,3
16887,453371,3
16863,453371,1
16922,38990,0
16887,38990,0
16863,141947,0
16887,141947,0
58158,141947,0
16887,74436,0
16913,74436,0
16918,74436,0
58158,74436,0
16898,438638,0
16913,438638,0
16918,387834,1
16920,387834,3
16913,452380,1
16918,2538,0
16887,2538,0
16918,27652,0
16890,223942,2
16918,1760,3
16898,233950,2
16908,24788,2
16918,410709,3
16890,46740,0
58158,476190,1
16913,407196,1
16913,179417,0
16918,179417,0
16890,369738,3
16922,994,0
16887,994,0
16898,994,0
16863,281008,2
16887,333889,1
16887,349830,0
16898,35988,0
16908,324482,3
16898,2024,0
16863,2024,0
16898,294333,3
16887,294333,3
16890,461872,3
16913,42091,3
16908,117747,3
16918,2730,0
16863,1467,2
16890,34078,2
16918,422824,0
16920,422824,0
16922,422824,0
16898,422824,0
16890,4964,0
16920,4964,0
16913,4964,0
16918,86147,2
16908,23416,1
16913,996,0
16922,996,0
16908,408050,2
16908,6574,3
16908,31769,0
16922,299340,3
16890,262178,0
16887,5285,0
16913,5285,0
16908,336089,2
16908,2506,0
16913,2506,0
16918,2506,0
16920,347733,3
58158,347733,1
16887,476450,0
16908,476450,0
16908,52443,2
58158,438817,1
16887,53057,0
16898,26573,1
58158,248526,1
16908,4598,0
16887,384501,3
16863,26587,0
16922,26587,0
16887,26587,0
16887,385835,1
16908,385835,1
58158,385835,1
58158,38061,3
16918,38061,3
16898,182590,0
16920,361592,0
16898,361592,0
58158,458243,1
16887,4069,0
16890,267969,3
16890,385562,2
16922,385562,2
16898,452801,1
16920,452801,1
58158,5317,0
58158,392598,1
16913,392598,1
16920,388713,0
16913,388713,0
16898,388713,0
16898,220,0
16908,220,0
16890,5480,0
16908,5987,1
16898,446328,3
58158,431566,0
16913,431566,0
16890,39937,1
16863,460265,0
16863,454541,3
16890,454541,2
16863,2734,0
16913,2734,0
16887,1384,0
16890,174647,0
16890,96052,1
16890,3278,1
16920,508,0
16863,508,0
16887,373695,2
16887,262135,3
16920,67892,0
16890,459194,3
58158,237494,0
16863,237494,0
16913,237494,0
16887,445798,3
16908,240993,3
16863,240993,2
16890,54046,2
16918,54046,1
16863,283663,1
16887,283663,1
16908,378226,0
16890,2305,0
16887,476465,2
16913,428720,2
16908,54036,2
58158,54036,2
16908,157347,0
16920,157347,0
16918,157347,0
16890,2585,0
16908,2585,0
16918,2585,0
16922,400938,2
58158,82190,0
16922,82190,0
58158,6352,1
16887,6352,3
16908,1595,0
16863,329598,2
16913,482707,2
16887,482707,2
16913,682,0
16922,439257,2
16920,412276,1
16922,2729,0
16918,465138,0
16887,465138,0
16887,89716,0
16890,89716,0
16913,466317,1
16918,6314,0
16890,569,0
16890,36729,0
16920,114627,0
16908,114627,0
16898,114627,0
16890,233399,0
16863,233399,0
16908,100958,0
16890,1369,0
58158,1369,0
16863,67089,0
16887,1415,0
16890,3441,1
16887,3441,3
16918,27031,1
16898,19585,2
16913,43136,2
16863,83321,1
16913,1926,0
16922,1926,0
16918,453287,0
16920,453566,3
16920,6116,0
16922,468218,0
16908,468218,0
58158,297857,3
16887,105670,0
16887,1007,0
16863,1007,0
16898,427902,0
16908,863,1
16918,863,3
16898,463546,2
16922,85955,3
16890,240550,1
16890,466315,0
16890,448995,1
16887,448995,1
58158,161127,0
16908,161127,0
16913,322487,0
16913,322074,1
16887,39218,3
58158,39218,1
16922,66841,2
16918,27494,0
16922,27494,0
16920,27494,0
16863,462806,2
16898,27508,1
16890,27508,1
16922,90947,1
16913,241737,2
58158,429662,2
16918,416643,0
16913,416643,0
16863,259906,2
16918,2744,0
58158,26930,0
16913,26930,0
16918,26930,0
16913,24135,1
16908,378227,0
16922,378227,0
58158,378227,0
58158,4098,0
16863,4098,0
16898,4098,0
16922,4098,0
16920,4098,0
16890,439233,1
16887,2783,2
16922,3663,0
16918,6445,0
16890,374667,3
16887,414570,2
16890,285094,0
16863,449415,3
16922,417052,2
16908,468318,3
16913,334575,1
16863,78574,0
16920,3346,2
16918,407369,1
16913,407369,1
16863,291236,0
16887,4108,0
16920,415441,3
16922,377294,3
16913,377294,1
16863,447418,3
16863,443356,1
58158,6219,0
16863,6219,0
58158,467278,3
16898,467278,3
16913,186135,0
16890,186135,0
16920,23780,0
16918,23780,0
16922,432872,3
16887,47103,3
16908,448609,3
16918,352195,0
58158,352195,0
58158,4457,1
16887,4457,3
16890,4457,3
16890,240856,2
16908,412545,1
58158,376691,1
16922,376691,1
58158,290747,1
16863,290747,1
16898,62257,0
16922,71966,0
16908,79416,0
16887,79416,0
16908,405124,2
16908,5275,0
16920,5275,0
16863,485709,2
16920,442511,2
16890,294463,1
16922,460009,2
16920,43483,2
16887,31062,0
16918,31062,0
16913,390017,1
16920,390017,3
16890,390017,1
16863,390017,3
16887,390017,2
16908,458826,0
16908,37306,0
16890,37306,0
16922,37306,0
16918,401446,2
16898,401446,2
16908,98790,3
16918,100024,1
16920,104046,0
16863,3166,0
16887,464595,0
16920,464595,0
16887,420434,3
16918,36800,1
16908,465793,2
16920,399549,1
16913,351194,1
16863,5313,0
16920,5313,0
16918,5313,0
16890,5313,0
58158,5313,0
16913,98360,3
16920,98360,1
16890,473694,3
16922,473694,2
58158,419592,1
16890,404075,0
16920,404075,0
16863,255537,0
16920,46649,0
16863,46649,0
16863,36399,0
16887,36399,0
16890,401340,2
16908,4867,2
58158,4867,3
16918,32641,3
16913,32641,3
16920,461553,1
16918,461553,3
16890,23613,0
16898,31541,0
16913,451492,2
16887,6491,0
16920,385768,2
16918,430518,3
16898,240586,1
16922,467935,2
16913,42127,0
16890,42127,0
58158,468777,3
16908,466148,0
16918,5924,0
16863,408383,0
16920,408383,0
16908,408383,0
16887,24539,0
58158,24539,0
16890,24539,0
16922,98287,0
16863,98287,0
16918,98287,0
16887,36644,0
16908,436167,2
16887,431577,1
16890,431577,3
16890,6403,0
16920,6403,0
16913,482273,2
16913,34222,0
58158,1998,0
16863,1998,0
16918,384493,3
16863,2469,0
16908,102190,2
58158,102190,1
16918,330712,1
16922,2268,3
16863,283623,2
16887,6449,0
16920,6449,0
16922,89912,0
16920,37087,1
16913,409021,1
16887,416646,3
16863,42460,2
16920,473834,1
16920,342630,2
16887,6307,2
16922,416815,1
16887,416815,1
16918,340060,0
16890,42121,0
16908,487468,3
16918,487468,2
