owner,segment_name,size_in_mb,num_rows,date
JXWMS,TPRICE_ACC_TINY,0,0.0,20240821
JXWMS,TPL_ST_QTY_LST,0,5280.0,20240821
JXWMS,ZX_SALES_INVNO,12,16619.0,20240821
JXWMS,TPL_GOODSOWNER_BOXSET,0,0.0,20240821
JXWMS,CDCS_PKG2DTL,0,0.0,20240821
JXWMS,TMS_VEHICLE_RECORD,0,94.0,20240821
JXWMS,TPLA_SWAP_DATA_CFG,0,128.0,20240821
JXWMS,PUB_PRINTPOINT,0,333.0,20240821
JXWMS,RF_GROUP_OP,0,460.0,20240821
JXWMS,PK,0,48.0,20240821
JXWMS,NP_UPDATE_LOG,3,28227.0,20240821
JXWMS,NP_UPDATE_REG,0,21.0,20240821
JXWMS,NP_FILEGROUP,0,2.0,20240821
JXWMS,LY_PACK_LWH_WMS1,1,13224.0,20240821
JXWMS,GTOE_PURCHASE_ORDER,0,0.0,20240821
JXWMS,GTOE_EXPORT_ORDER,0,0.0,20240821
JXWMS,BMS_SK_COSTINGPRICE_DEF_LST,0,2911.0,20240821
JXWMS,GSP_CONSERVE_DTL,0,0.0,20240821
JXWMS,CDCS_WAREHOUSEDATA,0,0.0,20240821
JXWMS,ZX_FZ_ECODEFLAG_CANCLE_BAK,0,0.0,20240821
JXWMS,ZYC_GOODS_TEMP,0,2148.0,20240821
JXWMS,ZX_TL_OUT_TMP,0,0.0,20240821
JXWMS,OUT_GEN_INRECEIVE_DOC,0,6085.0,20240821
JXWMS,TPM_ADDRESS,0,0.0,20240821
JXWMS,ZX_WMS_CONSERVE_GOODS,0,687.0,20240821
JXWMS,TMS_LUYAN_GPS_RECORD,0,0.0,20240821
JXWMS,WMS_UDI_PARSER_RULE_DTL,0,971.0,20240821
JXWMS,TMS_LUYAN_TR_DOC,0,0.0,20240821
JXWMS,LLQ_TMP_TABLE,0,2051.0,20240821
JXWMS,WMS_LOT_MODIFY_LST,0,30.0,20240821
LYERP,ZX_PKK_TEST,0,3.0,20240821
LYERP,ZYC_ZSMMSFX_TMP,72,310796.0,20240821
LYERP,ZYC_ZSMPF_TMP,0,3742.0,20240821
LYERP,T_NOCASH_SUPPLY_LIST,0,474.0,20240821
LYERP,T_LSZSBB,39,73341.0,20240821
LYERP,T_101323,0,15.0,20240821
LYWMS,KELUN_IMP_GOODS_CHARACTERISTIC,0,657.0,20240821
LYWMS,KELUN_IMP_COMPANY_SALESAREA,0,47.0,20240821
LYWMS,KELUN_IMP_LOSSES,0,3.0,20240821
LYWMS,KELUN_IMP_LOSSES_ITEM,0,3.0,20240821
LYWMS,KELUN_IMP_SALE_ITEM,0,24.0,20240821
LYERP,T_ZYC_LSTH,0,3383.0,20240821
LYERP,TESTYX,0,3410.0,20240821
LYERP,ZX_TL_YB_GOODS,0,5674.0,20240821
LYERP,ZX_BUSISCOPE_LICENSE,0,1132.0,20240821
LYERP,T_103021,9,40069.0,20240821
LYERP,XSE100,1,26786.0,20240821
LYERP,T_108200_DTL,0,10.0,20240821
LYWMS,ZX_710095_DOC,0,165.0,20240821
LYERP,T_SU_CGDMX_TMP,1,1788.0,20240821
LYERP,T_XS_CGDMX_TMP2,0,1706.0,20240821
LYERP,T_BMS_SK_QUERY_2022,1729,7119436.0,20240821
LYERP,T_BMS_SK_QUERY_2023_1MON,14,634782.0,20240821
LYERP,T2_XSJSMX_TMP3,7,226894.0,20240821
LYERP,T_YEHJ_2024_TMP,4,40895.0,20240821
LYERP,T_XSJSMX_TMP4,13,221345.0,20240821
LYERP,T_FKZZD_202401_TMP,8,92193.0,20240821
LYERP,T320_TMP,0,3.0,20240821
LYERP,NFN_VOUCHER_SERIALNUM,0,2584.0,20240821
LYERP,NFN_VOUCHERTYPE,0,84.0,20240821
LYERP,NFN_VOUCHERREFERENCE,0,123.0,20240821
LYERP,NFN_VOUCHERENTRY,376,2021583.0,20240821
LYERP,NFN_TRANSFERPROFITLOSS,0,276.0,20240821
LYERP,NFN_OPERATOR_GROUP,0,519.0,20240821
LYERP,NFN_GROUP_AUTH_STATUS,0,36.0,20240821
LYERP,NFN_GDZC_CHANGE,8,56195.0,20240821
ORDDATA,ORDDCM_MAPPING_DOCS,0,1.0,20240821
ORDDATA,ORDDCM_CT_PRED_OPRD,0,53.0,20240821
ORDDATA,ORDDCM_DOCS_WRK,0,0.0,20240821
ORDDATA,ORDDCM_CT_PRED_WRK,0,0.0,20240821
ORDDATA,ORDDCM_CT_MACRO_DEP_WRK,0,0.0,20240821
ORDDATA,ORDDCM_CT_PRED_PAR_WRK,0,0.0,20240821
OGGERP,MPCS_MC_COMAT_ALLOCATION_DTL,96,3010669.0,20240821
OGGERP,LY_IMP_STQTYCP,0,4127.0,20240821
OGGERP,NP_TASK,0,14.0,20240821
OGGERP,PM4_GOODS_NEWOLD,0,3124.0,20240821
OGGERP,PUB_ENTRY_GOODS_BAK20171222,72,437561.0,20240821
OGGERP,ZX_111037_DTL,1666,5979960.0,20240821
OGGERP,ZX_112011_SUBK_SPB,0,2154.0,20240821
OGGERP,ZX_SHT_TMP,0,42.0,20240821
OGGERP,ZX_GSP_LICENSE_TMP,0,1961.0,20240821
OGGERP,ZX_FZLY_SADTL_TMP,2,81981.0,20240821
OGGERP,ZX_FORBID_PURCHASE_GOODS,2,68349.0,20240821
OGGERP,GOODS_TYPE_NAME,0,526.0,20240821
OGGERP,T_ZXSQ,0,23.0,20240821
OGGERP,ZX_SRM_DEPT,2,1909.0,20240821
OGGERP,BMS_SU_DTL_BAK2020,0,711.0,20240821
OGGERP,T_WTGLXT,0,0.0,20240821
OGGERP,MPCS_CA_MEACARD,0,236.0,20240821
OGGERP,MPCS_MC_COSTAGGR_DOC,10,132350.0,20240821
OGGERP,MPCS_MC_PDIN_SUM_DTL,3,30100.0,20240821
OGGERP,MPCS_MC_PDIN_SUM,3,29529.0,20240821
OGGWMS,NP_PROD,0,5.0,20240821
OGGWMS,NP_OP_AP,2,35747.0,20240821
OGGWMS,NP_MODULE,0,25.0,20240821
OGGWMS,NP_USER_VIEW,0,5217.0,20240821
OGGWMS,NP_USER_OP,0,2687.0,20240821
OGGWMS,NP_UPDATE_REG,0,18.0,20240821
OGGWMS,NP_SERVICE,0,1857.0,20240821
OGGWMS,TPRICE_USEMM_DTL,0,737.0,20240821
OGGWMS,TPRICE_USEMM,0,41.0,20240821
OGGWMS,TPRICE_GO_PRICE_DOC,0,13.0,20240821
OGGWMS,TPRICE_ACC_DOC,0,0.0,20240821
OGGWMS,TPL_WAREHOUSE_CONTROLSET,0,16.0,20240821
OGGWMS,TPL_OWNER_TRANS_DEF,0,1215.0,20240821
OGGWMS,WMS_TURNBOX_TO_BOX_REL,600,27190400.0,20240821
OGGWMS,WMS_TRANSPORT_MODE,0,11.0,20240821
OGGWMS,TPL_IN_ORDER,918,4254515.0,20240821
OGGWMS,GSP_CONSERVE,304,2110429.0,20240821
OGGERP,BMS_SA_DTL_20140120,31,138150.0,20240821
OGGERP,ZZ_CJ_ENTRY,0,2580.0,20240821
OGGERP,ZZ_GOODS_ENTRY,0,15996.0,20240821
OGGERP,BI_PAGE_DTL_CON,0,7.0,20240821
OGGERP,T_CGMXB,0,99.0,20240821
OGGERP,BMS_SK_REM_BACKUP20191025,3,41069.0,20240821
OGGERP,ZX_101158,0,455.0,20240821
OGGERP,ZX_101159_LOGISTICS,0,30.0,20240821
OGGERP,ZX_101159_DTL,0,636.0,20240821
OGGERP,T_101170,0,270.0,20240821
OGGERP,CYDD,0,16.0,20240821
OGGERP,T_200006,0,1251.0,20240821
OGGERP,ZX_COMPENSATE_POLICY,0,2290.0,20240821
OGGERP,LY_IMP_CUSTOM_SALER,0,871.0,20240821
OGGERP,NFN_TRANSFERTEMPLATE,0,3.0,20240821
OGGERP,RPT_RESA_DAY,0,164.0,20240821
OGGERP,NGPCS_PROMSALES_SHOP,2,40494.0,20240821
OGGERP,NGPCS_IODEVICE,0,4.0,20240821
OGGERP,NGPCS_AREA_PRICE,5,158795.0,20240821
OGGERP,NMRMS_BUDGET_SET,0,1.0,20240821
OGGWMS,XYUE_IMP_GXGOODS,0,34.0,20240821
OGGWMS,XYUE_IMP_GOODSCLASS,0,6339.0,20240821
OGGERP,BMS_SA_DTL_586,31,133976.0,20240821
OGGERP,ZX_111035_BAK,1,4103.0,20240821
OGGERP,BMS_SASET_IMP_TMP_BAK2,9,57850.0,20240821
OGGERP,BMS_SU_REBATE_REC_DTL,0,6.0,20240821
OGGERP,ZX_PTLY_OLD_NEW_CUSTOMER,0,99.0,20240821
OGGERP,ZX_PUB_COMPANY_SCOPE,1,9483.0,20240821
OGGERP,ZX_BMS_SA_INVTOSET,880,33824563.0,20240821
OGGERP,WMS_INTER_OPERATOR_CONFIG,0,8.0,20240821
OGGERP,WMS_CANCEL_AUTH,0,33.0,20240821
OGGERP,ZX_BMS_SU_PAYAPPLY_DTL,6,257951.0,20240821
OGGERP,ZX_GOODS_PRINTUNIT,4,52342.0,20240821
OGGERP,ZX_GPCS_POINTANDGOODS,54,1413689.0,20240821
OGGERP,BMS_BUSI_TO_STORAGE,0,223.0,20240821
OGGERP,BMS_BUSI_DTL,28,737511.0,20240821
OGGERP,BMS_BILL_DTL,0,2115.0,20240821
OGGERP,BMS_BATCH_DEF,656,6468483.0,20240821
OGGERP,BMS_CERT_TYPE,0,402.0,20240821
OGGERP,BMS_CREDITDAYS_TMP_4,0,2.0,20240821
OGGERP,BMS_CREDIT_LEVEL_1,0,27.0,20240821
OGGERP,ZX_EDI_DOC,0,2057.0,20240821
OGGERP,ZX_XYUE_GOODSFX_20150206,0,983.0,20240821
OGGERP,YLF_BMS_GOODS_TO_SUPPLYER,0,1080.0,20240821
OGGERP,PM4_TXJ_SUZGPPLY_NEWOLD,0,559.0,20240821
OGGERP,T_108114,0,29.0,20240821
OGGERP,CHN_R_REPORT_SERIES,0,2.0,20240821
OGGERP,BMS_SADOC_IMP_TMP_BAK4,4,33098.0,20240821
OGGERP,Y_TEST_BAK20180501,0,2.0,20240821
OGGERP,ZX_116037_COMPANY,0,1432.0,20240821
OGGERP,ZX_116037_TMP,17,63998.0,20240821
OGGERP,PM4_SUPPLY_TYPE,0,802.0,20240821
OGGERP,BMS_TRANSCONTROL_DOC,11,140804.0,20240821
OGGERP,ZX_ENTRY_ECODEGOODS,0,24979.0,20240821
OGGERP,GPCS_INSIDER_INTEGRALINFO,184,3521954.0,20240821
OGGWMS,WMS_OUT_GATHER_LST_DTL,2,19798.0,20240821
OGGWMS,WMS_OUT_GATHER_LST,2,23015.0,20240821
OGGWMS,XYUE_TMP_TRANSID,0,1326.0,20240821
OGGWMS,XYUE_TMP,0,256.0,20240821
OGGWMS,ZX_FYJK,0,12642.0,20240821
OGGWMS,XYUE1,1,37441.0,20240821
OGGWMS,ZX_710037,0,2774.0,20240821
OGGWMS,WMS_ST_QTY_LST_HIS,19,337763.0,20240821
OGGERP,TMP_20181012,0,9290.0,20240821
OGGERP,TMP_PUB_GOODS_VARIETY_DESC,0,101.0,20240821
OGGERP,TMP_VARIETY_DESC_CLASS,0,8.0,20240821
OGGERP,PUB_GOODS_VARIETY_CLASS_BAK,0,9.0,20240821
OGGERP,GAO_TMP2,0,1.0,20240821
OGGWMS,ZX_TL_TMSVEHICLE_TMP,0,50.0,20240821
LYWMS,XYUE_TMP_TEST1,0,4.0,20240821
LYERP,YBH_T_TMP_GOODSID,0,2596.0,20240821
OGGWMS,ZX_WB_OUT_ORDER_DTL,0,22.0,20240821
OGGWMS,ZX_710073_DTL,0,5.0,20240821
OGGERP,GAO_TMP5,0,13.0,20240821
OGGERP,GSP_COMPANY_LICENSE_TMP,8,25398.0,20240821
OGGERP,RESA_RETAILCENTER,0,27.0,20240821
OGGERP,ZX_PURCHASEQTYFLAG_QX_GOODS,0,68.0,20240821
OGGERP,BMS_ACC_REM,3510,69390483.0,20240821
OGGWMS,TMS_LUYAN_GPS_RECORD,3410,37345439.0,20240821
OGGWMS,ZX_ZPDJ_DTL,0,4405.0,20240821
OGGWMS,ZX_ZPDJ_DOC,0,2985.0,20240821
OGGWMS,ZX_WMS_CONSERVE_PERIOD,0,176.0,20240821
OGGWMS,ZX_LY_GOODS,0,4259.0,20240821
OGGWMS,ZX_TL_OUT_TMP,0,24242.0,20240821
OGGWMS,ZYC_TEMP,0,500.0,20240821
OGGWMS,ZX_GSP_QUALITY_FEEDBACK,1,2426.0,20240821
OGGWMS,TMS_LUYAN_GPS_ACCOUNT,0,2.0,20240821
OGGERP,GRESA_SA_LST_BAK_20200701,0,2.0,20240821
OGGERP,TMP_YLFGOODS,0,3741.0,20240821
OGGERP,ZX_111033_GOODS_TO_SUPPLYER,0,4243.0,20240821
OGGERP,ZX_108167,0,107.0,20240821
OGGERP,ZX_111037_DTL_TMP,0,211.0,20240821
OGGERP,BMS_ASSESS_CALCDEF,0,1.0,20240821
OGGERP,GPCS_PLACE_POSTCENTER_DOC,0,2.0,20240821
OGGERP,GPCS_SHOP_AREA_DOC,0,19.0,20240821
OGGERP,GPCS_RETURN_NOTICE_DTL,0,943.0,20240821
OGGERP,GSP_CONSERVE_FILE_DOC,6,187032.0,20240821
OGGERP,GSP_EMPLOYEE_OP,8,231073.0,20240821
OGGERP,BMS_CREDIT_TMP_6,0,20.0,20240821
OGGERP,BMS_ENTRYGDSPRICE_CANCEL_REC,0,42.0,20240821
OGGERP,ZX_116047_INV_DTL_TMP,0,34.0,20240821
OGGERP,BMS_FLOW_GRESA_TMP,0,0.0,20240821
OGGERP,BMS_GOODS_SORT_RULE_DEF,0,3.0,20240821
OGGERP,BMS_MV_DOC,200,2208673.0,20240821
OGGERP,BMS_PR_CUSTOM,4,49018.0,20240821
OGGERP,PM4_PT_SUPPLY_AGENTNAME,0,114.0,20240821
OGGERP,ZX_116058_REBATE,0,784.0,20240821
OGGERP,BMS_SA_INV_INFO,33,211393.0,20240821
OGGERP,BMS_SNS_ST,0,5.0,20240821
OGGERP,BMS_SU_CON_DTL_HIS,2,29005.0,20240821
OGGERP,BMS_SU_DTL_TMP,3,147672.0,20240821
OGGERP,PM4_PT_CONVERT,0,64.0,20240821
OGGERP,T_101173,0,1245.0,20240821
OGGERP,PM4_QZ_SUPPLY_NEWOLD,0,636.0,20240821
OGGERP,BMS_EMPLOYEE_SIGN_RECORD,2,40808.0,20240821
OGGERP,PM4_QZDYF_DEPOT_NEWOLD,0,10.0,20240821
LYERP,ZX_1116054_BAK20220228,9,211434.0,20240821
OGGWMS,WMS_GOODS_LOT_YJDFLAG,62,945999.0,20240821
OGGERP,PUB_DXPGOODS,0,1178.0,20240821
OGGWMS,NP_LOG,0,29.0,20240821
OGGWMS,IMP_WMS_STQTY_DOC,0,57.0,20240821
OGGERP,NFN_COMB_DFTITEM,0,82.0,20240821
OGGERP,MPCS_PR_CMDMAT_DTL,10,172585.0,20240821
OGGERP,ZZLY_ZY_SUPPLYER,0,14.0,20240821
OGGERP,ZZLY_SUPPLYER,0,1304.0,20240821
OGGERP,ZZ_SUPPLYER_CHECK,0,208.0,20240821
OGGERP,BMS_ST_QTY_DTL,256,5297365.0,20240821
OGGERP,BMS_ST_GOODS_COMPLEMENT,0,3.0,20240821
OGGERP,BMS_ST_FIX_SYS_MODEL,0,3.0,20240821
OGGERP,BMS_SK_DEF,0,125.0,20240821
OGGERP,BMS_SA_SETTLE_DTL_TMP,24,1714872.0,20240821
OGGERP,BMS_SA_DOCTYPE,0,2.0,20240821
OGGERP,BMS_PAY_DTL,576,6732436.0,20240821
OGGWMS,OSGC_IWCS_CONFIG,0,1.0,20240821
OGGWMS,CDCS_PKG2DTL,0,2784.0,20240821
OGGWMS,T_WCS_TO_WMS_WORKFINISH,0,0.0,20240821
OGGWMS,T_WCS_TO_WMS_DZBQFINISH,0,0.0,20240821
OGGWMS,TPL_GO_CONNECTOR,0,1.0,20240821
OGGWMS,TPL_IN_ORDER_DTL,848,4254587.0,20240821
OGGWMS,WMS_PICKFLOW,0,267.0,20240821
OGGWMS,GSP_GOODSMAIN,12,346996.0,20240821
OGGWMS,BMS_SK_COSTINGPRICE_DEF_LST,0,2911.0,20240821
OGGWMS,ZX_UDID_MSG,0,195.0,20240821
OGGWMS,GTOE_GOODS,1,7.0,20240821
OGGWMS,GTOE_QTY_CUT,0,0.0,20240821
OGGWMS,WMS_ST_QTY_DAY_LST,1008,17668714.0,20240821
OGGWMS,ZX_WMS_TRADE_DTL,53,1826457.0,20240821
OGGWMS,ZX_OUT_LABEL_PRINT,200,5801190.0,20240821
OGGWMS,TPL_ST_QTY_LST,6,92216.0,20240821
OGGWMS,TPRICE_ESTIMATE_DOC,0,3.0,20240821
OGGWMS,TPRICE_CORP_MODEL_STORE,0,0.0,20240821
OGGWMS,TPRICE_CORP_MODEL_DOC,0,4.0,20240821
OGGWMS,WMS_GOODSOWNER_STATISTCS,0,1059.0,20240821
OGGERP,BMS_CREDIT_LEVEL_3,0,3.0,20240821
OGGERP,ZX_101137,0,67.0,20240821
OGGWMS,PLAN_TABLE,0,0.0,20240821
OGGERP,NFN_GDZC_CHANGEDEPT_HISTORY,0,163.0,20240821
OGGERP,NFN_GDZC_DEP_ACCOUNT,0,273.0,20240821
OGGERP,RYNAME,1,401.0,20240821
OGGERP,SYS_TABLE_CN,0,5676.0,20240821
OGGERP,PM4_PT_GOODS_ZY,0,969.0,20240821
OGGERP,ZX_111056,144,522293.0,20240821
OGGERP,T102_HIS,352,2519943.0,20240821
OGGERP,T201,1,0.0,20240821
OGGERP,INFO,0,283.0,20240821
OGGERP,PUB_GOODS_VARIETY_DESC_CLASS,0,10.0,20240821
OGGERP,RESA_COMB_GOODS_DOC,0,27.0,20240821
OGGERP,RESA_CLASS,0,3.0,20240821
OGGERP,ZX_116033,392,798322.0,20240821
OGGERP,ZX_116034,0,0.0,20240821
OGGERP,ZX_111056_TMP,0,1.0,20240821
OGGERP,ZX_111064_DOC_TMP,0,24.0,20240821
OGGERP,RETAIL_SVCARD_RECHARGE_DTL,0,62.0,20240821
OGGERP,GPCS_PLACESUPPLY_RED,0,1435.0,20240821
OGGERP,GPCS_PLACECENTERTOST,0,30.0,20240821
OGGERP,PM4_QZ_SET_STORERPOS,0,706.0,20240821
OGGERP,PM4_QZ_ENTRY_GOODS,0,4259.0,20240821
OGGERP,ZZ_PUB_GOODS_TMP_BAK,1,3273.0,20240821
OGGERP,SYS_IMP,2,4102.0,20240821
OGGERP,BMS_ST_STOREHOUSE,0,856.0,20240821
OGGERP,LY_BY_GOODS_GMP,0,28.0,20240821
OGGERP,MPCS_SFC_WKPLAN_DTL,6,71143.0,20240821
OGGERP,NFN_BANK_ACCOUNT,0,14.0,20240821
OGGERP,NFN_CASHFLOWITEM,0,27.0,20240821
OGGERP,NFN_COMB_ORIGINAL,1,5395.0,20240821
OGGERP,NFN_FOREIGNMONEY,0,2.0,20240821
OGGWMS,WMS_RESPONSE_TYPE,0,10.0,20240821
OGGWMS,WMS_RECEIVE_DTL,1412,4389865.0,20240821
OGGWMS,PUB_DDL_DTL,0,479.0,20240821
OGGWMS,PUB_COMPANY_SET,0,0.0,20240821
OGGWMS,NP_QF_NODE,0,0.0,20240821
OGGWMS,NP_QF_INSTANCE_DTL,0,0.0,20240821
OGGERP,GSP_PRESS_SA_DOC,0,19.0,20240821
OGGERP,GSP_LICENSE_TYPE,0,66.0,20240821
OGGERP,GSP_LICENSE_CONTROL_DOC,0,193.0,20240821
OGGERP,TMP_OTCFLAG_GOODSID,0,6865.0,20240821
OGGERP,BMS_INVOICE_IMAGE,881,4798152.0,20240821
OGGERP,TMP_RSADITLID,1,39560.0,20240821
OGGERP,LY_IMP_GOODS2,0,16.0,20240821
OGGERP,XYUE_OUT_TMP,0,178.0,20240821
OGGERP,T_101152,29,201976.0,20240821
OGGERP,MPCS_MC_PRODCOST_REC_DTL,0,106.0,20240821
OGGERP,MPCS_MC_PRODCOST_REC_DOC,0,32.0,20240821
OGGERP,ZX_SRM_CUSTOMER_BEHAVIOR,0,6.0,20240821
OGGERP,XYUE_KC_TMP,0,1217.0,20240821
OGGERP,T_CLJL,0,1075.0,20240821
OGGERP,TMP_SALID,0,0.0,20240821
OGGERP,WSDD_PROMSALES_DTL,0,4.0,20240821
OGGERP,YBH_T_LOG,2235,6880550.0,20240821
OGGERP,T_108134,1,19716.0,20240821
OGGERP,ZX_TL_GOODS_PAYLIMIT_TMP,0,493.0,20240821
OGGERP,XYUE_TMP20190327,5,49272.0,20240821
OGGERP,PM_EDI_QUEUE_TMP,304,6652569.0,20240821
OGGERP,MPCS_MC_FEEITEM_DEF,0,6.0,20240821
OGGERP,T_ZX_FLGL_DTL,0,2124.0,20240821
OGGERP,GPCS_PLACE_SUPPLY_ACCEPT_INFO,0,0.0,20240821
OGGERP,T_101147_DTL,0,30.0,20240821
OGGERP,ZX_XYUE_GOODSFX_SU,0,935.0,20240821
OGGERP,PM4_FLD_GOODS,0,563.0,20240821
OGGERP,ZX_SPECI_GOODS,2,32408.0,20240821
OGGERP,PUB_BID_SET_DTL,1,26144.0,20240821
OGGERP,PUB_BID_SET_DOC,0,26.0,20240821
OGGERP,PUB_BID_PRICE_DOC,0,25.0,20240821
OGGERP,PUB_COMPANY_INFO,2,22128.0,20240821
OGGERP,PUB_CUSTOMER,15,62679.0,20240821
OGGERP,PUB_MULVARIT_SUPPLY_DTL,0,6.0,20240821
OGGERP,TMP_LOT_NO_PRODDATE,0,733.0,20240821
OGGERP,T_101128,0,1150.0,20240821
OGGERP,PLJ_0001,0,408.0,20240821
OGGERP,TEST20160504,0,11224.0,20240821
OGGERP,T_101186_DOC,0,16.0,20240821
OGGERP,T_108135_DOC,0,1440.0,20240821
OGGERP,TMP_20190315_EPHEDRINELIMIT,0,1914.0,20240821
OGGERP,TMP_PACKID,0,7622.0,20240821
OGGERP,GSP_ENTRY_SUPPLYER_LICENSE,3,55299.0,20240821
OGGERP,TMP_GOOD,0,4421.0,20240821
OGGERP,NPBI_REPORT_DEF,0,115.0,20240821
OGGERP,NP_EFILES_DIR,0,1.0,20240821
OGGERP,NP_MESSAGE_USER,0,2.0,20240821
OGGERP,NP_OP_AP,26,613545.0,20240821
OGGERP,NP_MODULE,0,28.0,20240821
OGGERP,NP_SERVICE,0,2434.0,20240821
OGGERP,NP_USER_VIEW_EXPR,0,1002.0,20240821
OGGERP,NP_UPDATE_REG,0,62.0,20240821
OGGERP,NP_WF_NODE_CURRENT,0,238.0,20240821
OGG,GGS_DDL_HIST,3768,1071343.0,20240821
LYERP,ZX_BMS_CONTRASTPRICE,0,102.0,20240821
LYERP,BMS_STORER_POS_TMP,0,660.0,20240821
LYERP,ZX_PUB_COMPANY_SCOPE,1,12431.0,20240821
LYERP,ZX_YEAR_HOV,0,1101.0,20240821
LYERP,ZX_PTLY_OLD_NEW_CUSTOMER,0,99.0,20240821
LYERP,T_CSHPXXHZ,3,47444.0,20240821
LYERP,ZX_116052_QX_TMP,1,2.0,20240821
LYERP,ZX_111049,80,0.0,20240821
LYERP,ZX_SRM_COMPANY,1,17155.0,20240821
LYERP,T_101167_DOC,0,23.0,20240821
LYERP,YBH_TMP,0,3.0,20240821
LYERP,T_101149_DTL,0,2.0,20240821
LYERP,ZX_111037_SUINV,20,73641.0,20240821
LYERP,ZYC_LP_TMP,0,1028.0,20240821
LYERP,BMS_TR_BACK_INSERT,609,14785044.0,20240821
LYERP,BMS_TRTOTRAN_TICK,53,2824270.0,20240821
LYERP,TOZW_PLAN_SET_DTL_BAK,1,8241.0,20240821
LYERP,PM4_QZ_ENTRY_GOODS,0,4259.0,20240821
LYERP,BMS_SU_RELATION,0,8956.0,20240821
LYERP,BMS_SU_REBATE_SET,0,23.0,20240821
LYERP,PM4_PT_ENTRYMEMO,0,575.0,20240821
LYERP,BMS_SU_PLAN_EXPTMP,0,1.0,20240821
LYERP,ZX_ZJY_BMS_SUSET_IMP_TMP,1,3799.0,20240821
LYERP,ZZ_LY_IMP_STQTY,0,645.0,20240821
LYWMS,XYUE_TMP_CH,0,198.0,20240821
LYWMS,WMS_RF_OPERATOR,0,791.0,20240821
LYWMS,WMS_RESPONSE,160,3482544.0,20240821
LYWMS,TPL_EXPORT_ORDER,4319,10766513.0,20240821
LYWMS,TPL_EDI_QUEUE,88,465034.0,20240821
LYWMS,XYUE_IMP_GXGOODS,0,34.0,20240821
MIDLY,T_CUSTOMER,0,17.0,20240821
LYERP,MV_PLACE_MONTHSALE_CLASS,522,2907626.0,20240821
LYERP,GSP_LICENSE_ALTER_APPROVE,648,1352224.0,20240821
LYWMS,TOAD_PLAN_TABLE,0,0.0,20240821
LYWMS,GSP_CONSERVE_DOC,0,28.0,20240821
LYWMS,WMS_POS_COLLECT,0,0.0,20240821
LYWMS,NP_RUNOP_LOG,410,9924531.0,20240821
LYWMS,NP_ROLE_OP,0,9727.0,20240821
LYWMS,NP_QF_DATA,0,0.0,20240821
LYWMS,NP_QF,0,0.0,20240821
LYWMS,NP_LOG,0,43.0,20240821
LYWMS,CDCS_GOODSUOMIN,1,6326.0,20240821
LYWMS,ZX_710037_BAK_190509,0,608.0,20240821
LYWMS,ZX_DYFPAGE_FLAG,0,172.0,20240821
LYWMS,GSP_GOODS_UNQUALIFIED,20,189138.0,20240821
LYWMS,TPL_PUB_GOODS_PACKS,72,979280.0,20240821
LYWMS,WMS_GOODS_REPLENISHMENT,0,211.0,20240821
LYERP,GPCS_PLACE_ACCEPT_DOC,112,2114231.0,20240821
LYERP,GPCS_PLACESUPPLYDTL_RED,0,1434.0,20240821
LYERP,GPCS_PLACESUPPLY,400,5154552.0,20240821
LYERP,TMP_GOODSID,0,1098.0,20240821
LYERP,GPCS_NEWPOINT_REQTYPE,0,414.0,20240821
LYERP,GPCS_ALLINVALID_DEF,0,1.0,20240821
LYERP,BMS_TR_FETCH_DTL_HIS,0,3731.0,20240821
LYERP,BMS_TR_DOC,1093,19677525.0,20240821
LYERP,GPCS_PLACE_POSTCENTER_DTL,0,26.0,20240821
LYERP,ZX_BMS_CUSTOMERTOPRICE_DOC,0,1701.0,20240821
LYERP,ZX_111037_DTL_TMP,0,211.0,20240821
LYERP,ZZ_GOODS,2,15996.0,20240821
LYERP,BI_PAGE_DTL_COM,0,15.0,20240821
LYERP,BI_PAGE_DOC,0,3.0,20240821
LYERP,BI_COM_CATEGORY,0,7.0,20240821
LYERP,GSP_CUSTOMER_TMP,0,21.0,20240821
LYERP,GSP_CONSERVE_FILE_DOC,7,237128.0,20240821
LYERP,GSP_BAD_REACTION,0,0.0,20240821
LYERP,GRESA_HANDIN_DTL,50,1506499.0,20240821
LYERP,GPCS_REQSUPPLYDTL,2944,23460581.0,20240821
LYWMS,ZX_710037_BK_190625,0,700.0,20240821
LYWMS,T320_HIS,4,1156.0,20240821
LYWMS,TMP_ADDRESS,1,34518.0,20240821
LYWMS,ZX_INVOMSG_BGFLAG,26,317.0,20240821
LYWMS,ZX_TL_OUT_TMP,0,24242.0,20240821
LYWMS,ZYC_POS_TEMP,0,8.0,20240821
LYWMS,TMS_LUYAN_LOG,512,4703040.0,20240821
LYWMS,ZX_GOODS_FEATURE_BAK,0,1676.0,20240821
LYWMS,BASE_GATHER_ZONE_POS,0,624.0,20240821
LYWMS,WMS_UDI_PARSER_RULE,0,266.0,20240821
LYWMS,WMS_ST_QTY_LST_HISTMP,0,0.0,20240821
LYWMS,TMS_LUYAN_TR_DOC,22,58021.0,20240821
LYWMS,XYUE1,1,37441.0,20240821
LYERP,PM4_PTDYF_GOODS,0,306.0,20240821
LYERP,ZX_BILLING_CANCEL,0,2441.0,20240821
LYERP,RPT_TURNOVERDAYS,0,6891.0,20240821
LYERP,ZZ_PUB_GOODS_UNIT_ORDERBY,0,14.0,20240821
