"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"195338","","6126","34078","2"
"196396","","6126","208438","2"
"191096","","6126","66533","2"
"193218","","6126","66134","2"
"194278","","6126","66052","2"
"187798","2022/10/19 10:48:05","6186","","2"
"187799","2022/10/19 10:48:05","6190","","2"
"197459","","6198","160172","2"
"188956","","6198","192153","2"
"192159","","6198","137916","2"
"195339","","6198","34078","2"
"196397","","6198","208438","2"
"187800","2022/10/19 10:48:05","6198","","2"
"191097","","6198","66533","2"
"16212","2021/3/31 14:29:58","6198","172511","1"
"15814","2021/3/31 14:29:58","6198","157277","1"
"15416","2021/3/31 14:29:58","6198","137950","1"
"14222","2021/3/31 14:29:58","6198","75477","2"
"13824","2021/3/31 14:29:58","6198","75443","2"
"15018","2021/3/31 14:29:58","6198","107636","2"
"14620","2021/3/31 14:29:58","6198","78799","2"
"13028","2021/3/31 14:29:58","6198","75378","2"
"12630","2021/3/31 14:29:58","6198","63679","2"
"13426","2021/3/31 14:29:58","6198","75442","2"
"12232","2021/3/31 14:29:58","6198","40547","2"
"11834","2021/3/31 14:29:58","6198","35344","2"
"193219","","6198","66134","2"
"194279","","6198","66052","2"
"187801","2022/10/19 10:48:05","6219","","2"
"187802","2022/10/19 10:48:05","6289","","2"
"198696","2023/5/30 16:25:00","6297","","2"
"187237","2022/10/19 10:48:05","6297","","1"
"198497","2023/5/30 16:25:00","6306","","2"
"187099","2022/10/19 10:48:05","6306","","2"
"197460","","6309","160172","2"
"188957","","6309","192153","2"
"192160","","6309","137916","2"
"195340","","6309","34078","2"
"187449","2022/10/19 10:48:05","6309","","2"
"196398","","6309","208438","2"
"191098","","6309","66533","2"
"16134","2021/3/31 14:29:58","6309","172511","1"
"15736","2021/3/31 14:29:58","6309","157277","1"
"15338","2021/3/31 14:29:58","6309","137950","1"
"14144","2021/3/31 14:29:58","6309","75477","2"
"13746","2021/3/31 14:29:58","6309","75443","2"
"14940","2021/3/31 14:29:58","6309","107636","2"
"14542","2021/3/31 14:29:58","6309","78799","2"
"12950","2021/3/31 14:29:58","6309","75378","2"
"13348","2021/3/31 14:29:58","6309","75442","2"
"12552","2021/3/31 14:29:58","6309","63679","2"
"12154","2021/3/31 14:29:58","6309","40547","2"
"11756","2021/3/31 14:29:58","6309","35344","2"
"193220","","6309","66134","2"
"194280","","6309","66052","2"
"15241","2021/3/31 14:29:58","6310","137950","1"
"16037","2021/3/31 14:29:58","6310","172511","1"
"15639","2021/3/31 14:29:58","6310","157277","1"
"14047","2021/3/31 14:29:58","6310","75477","2"
"13649","2021/3/31 14:29:58","6310","75443","2"
"14843","2021/3/31 14:29:58","6310","107636","2"
"14445","2021/3/31 14:29:58","6310","78799","2"
"12057","2021/3/31 14:29:58","6310","40547","2"
"12853","2021/3/31 14:29:58","6310","75378","2"
"13251","2021/3/31 14:29:58","6310","75442","2"
"12455","2021/3/31 14:29:58","6310","63679","2"
"11659","2021/3/31 14:29:58","6310","35344","2"
"187804","2022/10/19 10:48:05","6311","","2"
"197462","","6312","160172","2"
"188959","","6312","192153","2"
"192162","","6312","137916","2"
"195342","","6312","34078","2"
"196400","","6312","208438","2"
"187805","2022/10/19 10:48:05","6312","","2"
"191100","","6312","66533","2"
"193222","","6312","66134","2"
"194282","","6312","66052","2"
"197463","","6314","160172","2"
"188960","","6314","192153","2"
"192163","","6314","137916","2"
"195343","","6314","34078","2"
"196401","","6314","208438","2"
"187806","2022/10/19 10:48:05","6314","","2"
"191101","","6314","66533","2"
"16133","2021/3/31 14:29:58","6314","172511","1"
"15735","2021/3/31 14:29:58","6314","157277","1"
"15337","2021/3/31 14:29:58","6314","137950","1"
"14143","2021/3/31 14:29:58","6314","75477","2"
"13745","2021/3/31 14:29:58","6314","75443","2"
"14939","2021/3/31 14:29:58","6314","107636","2"
"14541","2021/3/31 14:29:58","6314","78799","2"
"12949","2021/3/31 14:29:58","6314","75378","2"
"13347","2021/3/31 14:29:58","6314","75442","2"
"12551","2021/3/31 14:29:58","6314","63679","2"
"12153","2021/3/31 14:29:58","6314","40547","2"
"11755","2021/3/31 14:29:58","6314","35344","2"
"193223","","6314","66134","2"
"194283","","6314","66052","2"
"197464","","6315","160172","2"
"198581","2023/5/30 16:25:00","6315","","2"
"188961","","6315","192153","2"
"192164","","6315","137916","2"
"195344","","6315","34078","2"
"196402","","6315","208438","2"
"187807","2022/10/19 10:48:05","6315","","2"
"191102","","6315","66533","2"
"193224","","6315","66134","2"
"194284","","6315","66052","2"
"197465","","6360","160172","2"
"188962","","6360","192153","2"
"192165","","6360","137916","2"
"195345","","6360","34078","2"
"196403","","6360","208438","2"
"191103","","6360","66533","2"
"193225","","6360","66134","2"
"194285","","6360","66052","2"
"197466","","6383","160172","2"
"198799","2023/5/30 16:25:00","6383","","1"
"188963","","6383","192153","2"
"192166","","6383","137916","2"
"195346","","6383","34078","2"
"196404","","6383","208438","2"
"191104","","6383","66533","2"
"193226","","6383","66134","2"
"194286","","6383","66052","2"
"187808","2022/10/19 10:48:05","6393","","2"
"187809","2022/10/19 10:48:05","6394","","2"
"197467","","6400","160172","2"
"198473","2023/5/30 16:25:00","6400","","2"
"188964","","6400","192153","2"
"192167","","6400","137916","2"
"195347","","6400","34078","2"
"196405","","6400","208438","2"
"187810","2022/10/19 10:48:05","6400","","2"
"191105","","6400","66533","2"
"193227","","6400","66134","2"
"194287","","6400","66052","2"
"197468","","6403","160172","2"
"188965","","6403","192153","2"
"192168","","6403","137916","2"
"195348","","6403","34078","2"
"187336","2022/10/19 10:48:05","6403","","2"
"196406","","6403","208438","2"
"191106","","6403","66533","2"
"193228","","6403","66134","2"
"194288","","6403","66052","2"
"187811","2022/10/19 10:48:05","6407","","2"
"197469","","6439","160172","2"
"188966","","6439","192153","2"
"192169","","6439","137916","2"
"195349","","6439","34078","2"
"196407","","6439","208438","2"
"191107","","6439","66533","2"
"16132","2021/3/31 14:29:58","6439","172511","1"
"15734","2021/3/31 14:29:58","6439","157277","1"
"15336","2021/3/31 14:29:58","6439","137950","1"
"14142","2021/3/31 14:29:58","6439","75477","1"
"13744","2021/3/31 14:29:58","6439","75443","1"
"14938","2021/3/31 14:29:58","6439","107636","1"
"14540","2021/3/31 14:29:58","6439","78799","1"
"12948","2021/3/31 14:29:58","6439","75378","1"
"13346","2021/3/31 14:29:58","6439","75442","1"
"12550","2021/3/31 14:29:58","6439","63679","1"
"12152","2021/3/31 14:29:58","6439","40547","1"
"11754","2021/3/31 14:29:58","6439","35344","1"
"193229","","6439","66134","2"
"194289","","6439","66052","2"
"197470","","6445","160172","2"
"188967","","6445","192153","2"
"192170","","6445","137916","2"
"195350","","6445","34078","2"
"196408","","6445","208438","2"
"187812","2022/10/19 10:48:05","6445","","2"
"191108","","6445","66533","2"
"16131","2021/3/31 14:29:58","6445","172511","1"
"15733","2021/3/31 14:29:58","6445","157277","1"
"15335","2021/3/31 14:29:58","6445","137950","1"
"14141","2021/3/31 14:29:58","6445","75477","2"
"13743","2021/3/31 14:29:58","6445","75443","2"
"14937","2021/3/31 14:29:58","6445","107636","2"
"14539","2021/3/31 14:29:58","6445","78799","2"
"12947","2021/3/31 14:29:58","6445","75378","2"
"13345","2021/3/31 14:29:58","6445","75442","2"
"12549","2021/3/31 14:29:58","6445","63679","2"
"12151","2021/3/31 14:29:58","6445","40547","2"
"11753","2021/3/31 14:29:58","6445","35344","2"
"193230","","6445","66134","2"
"194290","","6445","66052","2"
"187256","2022/10/19 10:48:05","6449","","2"
"16130","2021/3/31 14:29:58","6483","172511","1"
"15732","2021/3/31 14:29:58","6483","157277","1"
"15334","2021/3/31 14:29:58","6483","137950","1"
"14140","2021/3/31 14:29:58","6483","75477","2"
"13742","2021/3/31 14:29:58","6483","75443","2"
"14936","2021/3/31 14:29:58","6483","107636","2"
"14538","2021/3/31 14:29:58","6483","78799","2"
"12946","2021/3/31 14:29:58","6483","75378","2"
"13344","2021/3/31 14:29:58","6483","75442","2"
"12548","2021/3/31 14:29:58","6483","63679","2"
"12150","2021/3/31 14:29:58","6483","40547","2"
"11752","2021/3/31 14:29:58","6483","35344","2"
"197472","","6491","160172","2"
"188969","","6491","192153","2"
"192172","","6491","137916","2"
"195352","","6491","34078","2"
"196410","","6491","208438","2"
"187813","2022/10/19 10:48:05","6491","","2"
"191110","","6491","66533","2"
"15247","2021/3/31 14:29:58","6491","137950","1"
"16043","2021/3/31 14:29:58","6491","172511","1"
"15645","2021/3/31 14:29:58","6491","157277","1"
"14053","2021/3/31 14:29:58","6491","75477","2"
"13655","2021/3/31 14:29:58","6491","75443","2"
"14849","2021/3/31 14:29:58","6491","107636","2"
"14451","2021/3/31 14:29:58","6491","78799","2"
"12063","2021/3/31 14:29:58","6491","40547","2"
"12859","2021/3/31 14:29:58","6491","75378","2"
"13257","2021/3/31 14:29:58","6491","75442","2"
"12461","2021/3/31 14:29:58","6491","63679","2"
"11665","2021/3/31 14:29:58","6491","35344","2"
"193232","","6491","66134","2"
"194292","","6491","66052","2"
"15201","2021/3/31 14:29:58","6532","137950","1"
"15997","2021/3/31 14:29:58","6532","172511","1"
"15599","2021/3/31 14:29:58","6532","157277","1"
"14405","2021/3/31 14:29:58","6532","78799","2"
"14007","2021/3/31 14:29:58","6532","75477","2"
"13609","2021/3/31 14:29:58","6532","75443","2"
"14803","2021/3/31 14:29:58","6532","107636","2"
"12017","2021/3/31 14:29:58","6532","40547","2"
"12813","2021/3/31 14:29:58","6532","75378","2"
"13211","2021/3/31 14:29:58","6532","75442","2"
"12415","2021/3/31 14:29:58","6532","63679","2"
"11619","2021/3/31 14:29:58","6532","35344","2"
"198411","2023/5/30 16:25:00","6609","","1"
"187814","2022/10/19 10:48:05","6655","","2"
"198886","2023/6/30 15:30:16","6869","","2"
"197473","","6908","160172","2"
"198495","2023/5/30 16:25:00","6908","","2"
"188970","","6908","192153","2"
"192173","","6908","137916","2"
"195353","","6908","34078","2"
"187241","2022/10/19 10:48:05","6908","","2"
"196411","","6908","208438","2"
"191111","","6908","66533","2"
"193233","","6908","66134","2"
"194293","","6908","66052","2"
"198233","","422293","160172","2"
"189730","","422293","192153","2"
"192933","","422293","137916","2"
"196113","","422293","34078","2"
"197171","","422293","208438","2"
"191871","","422293","66533","2"
"193993","","422293","66134","2"
"195053","","422293","66052","2"
"188120","2022/10/19 10:48:05","422113","","3"
"188121","2022/10/19 10:48:05","422116","","3"
"187815","2022/10/19 10:48:05","8129","","2"
"198116","","8152","160172","2"
"189613","","8152","192153","2"
"192816","","8152","137916","2"
"195996","","8152","34078","2"
"197054","","8152","208438","2"
"191754","","8152","66533","2"
"193876","","8152","66134","2"
"194936","","8152","66052","2"
"197475","","9129","160172","2"
"188972","","9129","192153","2"
"192175","","9129","137916","2"
"195355","","9129","34078","2"
"196413","","9129","208438","2"
"187816","2022/10/19 10:48:05","9129","","2"
"191113","","9129","66533","2"
"193235","","9129","66134","2"
"194295","","9129","66052","2"
"197476","","9593","160172","2"
"188973","","9593","192153","2"
"192176","","9593","137916","2"
"195356","","9593","34078","2"
"196414","","9593","208438","2"
"187817","2022/10/19 10:48:05","9593","","2"
"191114","","9593","66533","2"
"193236","","9593","66134","2"
"194296","","9593","66052","2"
"187405","2022/10/19 10:48:05","9598","","2"
"187818","2022/10/19 10:48:05","14124","","2"
"187819","2022/10/19 10:48:05","14140","","2"
"197477","","14185","160172","2"
"188974","","14185","192153","2"
"192177","","14185","137916","2"
"195357","","14185","34078","2"
"196415","","14185","208438","2"
"187820","2022/10/19 10:48:05","14185","","2"
"191115","","14185","66533","2"
"15216","2021/3/31 14:29:58","14185","137950","1"
"16012","2021/3/31 14:29:58","14185","172511","1"
"15614","2021/3/31 14:29:58","14185","157277","1"
"14420","2021/3/31 14:29:58","14185","78799","2"
"14022","2021/3/31 14:29:58","14185","75477","2"
"13624","2021/3/31 14:29:58","14185","75443","2"
"14818","2021/3/31 14:29:58","14185","107636","2"
"12032","2021/3/31 14:29:58","14185","40547","2"
"12828","2021/3/31 14:29:58","14185","75378","2"
"13226","2021/3/31 14:29:58","14185","75442","2"
"12430","2021/3/31 14:29:58","14185","63679","2"
"193237","","14185","66134","2"
"194297","","14185","66052","2"
"11634","2021/3/31 14:29:58","14185","35344","2"
"197478","","14187","160172","2"
"188975","","14187","192153","2"
"192178","","14187","137916","2"
"195358","","14187","34078","2"
"187372","2022/10/19 10:48:05","14187","","2"
"196416","","14187","208438","2"
"191116","","14187","66533","2"
"193238","","14187","66134","2"
"194298","","14187","66052","2"
"15121","2021/3/31 14:29:58","14224","107636","2"
"16315","2021/3/31 14:29:58","14224","172511","1"
"15917","2021/3/31 14:29:58","14224","157277","1"
"15519","2021/3/31 14:29:58","14224","137950","1"
"14325","2021/3/31 14:29:58","14224","75477","2"
"13927","2021/3/31 14:29:58","14224","75443","2"
"14723","2021/3/31 14:29:58","14224","78799","2"
"11937","2021/3/31 14:29:58","14224","35344","2"
"13131","2021/3/31 14:29:58","14224","75378","2"
"12733","2021/3/31 14:29:58","14224","63679","2"
"13529","2021/3/31 14:29:58","14224","75442","2"
"12335","2021/3/31 14:29:58","14224","40547","2"
"197479","","14246","160172","2"
"198800","2023/5/30 16:25:00","14246","","1"
"188976","","14246","192153","2"
"192179","","14246","137916","2"
"195359","","14246","34078","2"
"196417","","14246","208438","2"
"187821","2022/10/19 10:48:05","14246","","2"
"191117","","14246","66533","2"
"193239","","14246","66134","2"
"194299","","14246","66052","2"
"187590","2022/10/19 10:48:05","424851","","2"
"188539","2023/3/30 23:06:45","422823","","10"
"198846","2023/5/30 16:25:00","422824","","1"
"187598","2022/10/19 10:48:05","422824","","2"
"197480","","20117","160172","2"
"188977","","20117","192153","2"
"192180","","20117","137916","2"
"195360","","20117","34078","2"
"196418","","20117","208438","2"
"198887","2023/6/30 15:30:20","20117","","1"
"191118","","20117","66533","2"
"193240","","20117","66134","2"
"194300","","20117","66052","2"
"198509","2023/5/30 16:25:00","20910","","2"
"16129","2021/3/31 14:29:58","20910","172511","1"
"15731","2021/3/31 14:29:58","20910","157277","1"
"15333","2021/3/31 14:29:58","20910","137950","1"
"14139","2021/3/31 14:29:58","20910","75477","1"
"13741","2021/3/31 14:29:58","20910","75443","1"
"14935","2021/3/31 14:29:58","20910","107636","2"
"14537","2021/3/31 14:29:58","20910","78799","2"
"12945","2021/3/31 14:29:58","20910","75378","2"
"13343","2021/3/31 14:29:58","20910","75442","2"
"12547","2021/3/31 14:29:58","20910","63679","2"
"12149","2021/3/31 14:29:58","20910","40547","2"
"11751","2021/3/31 14:29:58","20910","35344","2"
"197481","","21160","160172","2"
"188337","2023/2/24 8:32:22","21160","","2"
"188978","","21160","192153","2"
"192181","","21160","137916","2"
"195361","","21160","34078","2"
"196419","","21160","208438","2"
"191119","","21160","66533","2"
"193241","","21160","66134","2"
"194301","","21160","66052","2"
"188122","2022/10/19 10:48:05","424590","","5"
"187635","2022/10/19 10:48:05","424731","","2"
"188540","2023/3/30 23:06:54","425182","","1"
"198801","2023/5/30 16:25:00","23195","","1"
"187822","2022/10/19 10:48:05","23354","","1"
"197482","","23397","160172","2"
"188979","","23397","192153","2"
"192182","","23397","137916","2"
"195362","","23397","34078","2"
"187586","2022/10/19 10:48:05","23397","","2"
"196420","","23397","208438","2"
"191120","","23397","66533","2"
"193242","","23397","66134","2"
"194302","","23397","66052","2"
"187823","2022/10/19 10:48:05","23413","","2"
"187588","2022/10/19 10:48:05","23468","","2"
"16249","2021/3/31 14:29:58","23468","172511","1"
"15851","2021/3/31 14:29:58","23468","157277","1"
"15453","2021/3/31 14:29:58","23468","137950","1"
"14259","2021/3/31 14:29:58","23468","75477","1"
"13861","2021/3/31 14:29:58","23468","75443","1"
"15055","2021/3/31 14:29:58","23468","107636","2"
"14657","2021/3/31 14:29:58","23468","78799","2"
"13065","2021/3/31 14:29:58","23468","75378","2"
"12667","2021/3/31 14:29:58","23468","63679","2"
"13463","2021/3/31 14:29:58","23468","75442","2"
"12269","2021/3/31 14:29:58","23468","40547","2"
"11871","2021/3/31 14:29:58","23468","35344","2"
"197483","","23469","160172","2"
